FECHA,DESDE,HASTA,LINEA,MOLINETE,ESTACION,pax_pagos,pax_pases_pagos,pax_franq,pax_TOTAL,LINEA_L
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_LasHeras_Turn01,LAS HERAS,10,0,0,10,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Corrientes_Norte_Turn02,CORRIENTES,3,0,0,3,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Cordoba_Turn01,CORDOBA,20,0,0,20,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_SantaFe_Norte_Turn04,SANTA FE - CARLOS JAUREGUI,17,0,0,17,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Hospitales_Sur_Turn01,HOSPITALES,1,0,0,1,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Venezuela_Norte_Turn01,VENEZUELA,5,0,0,5,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_SantaFe_Sur_Turn01,SANTA FE - CARLOS JAUREGUI,4,0,0,4,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Once_Norte_Turn03,ONCE - 30 DE DICIEMBRE,4,0,0,4,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Patricios_Turn01,PARQUE PATRICIOS,8,0,0,8,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Corrientes_Norte_Turn01,CORRIENTES,1,0,0,1,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_LasHeras_Turn03,LAS HERAS,17,0,0,17,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Once_Norte_Turn01,ONCE - 30 DE DICIEMBRE,1,0,0,1,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Inclan_Norte_Turn02,INCLAN - MEZQUITA AL AHMAD,5,0,1,6,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_Once_Sur_Turn02,ONCE - 30 DE DICIEMBRE,26,0,0,26,H
3/2/2024,21:15:00,21:30:00,LineaH,LineaH_SantaFe_Norte_Turn05,SANTA FE - CARLOS JAUREGUI,1,0,0,1,H
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Moreno_Turn02,JOSE MARIA MORENO,11,0,0,11,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Virreyes_E_Turn04,PLAZA DE LOS VIRREYES - EVA PERON,9,0,0,9,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Varela_Turn02,VARELA,4,0,0,4,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_S_Turn04,CORREO CENTRAL,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Indepen_Turn04,INDEPENDENCIA,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_S_Turn01,RETIRO,6,0,0,6,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Boedo_Turn01,BOEDO,8,0,0,8,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_S_Turn03,RETIRO,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_LaPlata_Turn01,AV. LA PLATA,5,0,0,5,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Virreyes_E_Turn02,PLAZA DE LOS VIRREYES - EVA PERON,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_LaPlata_Turn02,AV. LA PLATA,9,0,0,9,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Medalla_Turn01,MEDALLA MILAGROSA,5,0,0,5,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Varela_Turn01,VARELA,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_N_Turn02,CORREO CENTRAL,8,0,0,8,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_S_Turn05,CORREO CENTRAL,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Catalinas_S_Turn02,CATALINAS,0,0,1,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_EMitre_Turn01,EMILIO MITRE,11,0,0,11,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_S_Turn02,CORREO CENTRAL,5,0,0,5,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Boedo_Turn03,BOEDO,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Indepen_Turn02,INDEPENDENCIA,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_ERios_Turn02,ENTRE RIOS - RODOLFO WALSH,5,0,0,5,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Catalinas_N_Turn07,CATALINAS,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_N_Turn02,RETIRO,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Catalinas_N_Turn04,CATALINAS,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Indepen_Turn01,INDEPENDENCIA,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_ERios_Turn03,ENTRE RIOS - RODOLFO WALSH,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Medalla_Turn03,MEDALLA MILAGROSA,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Pichin_Turn02,PICHINCHA,9,0,0,9,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Bolivar_N_Turn03,BOLIVAR,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_LaPlata_Turn03,AV. LA PLATA,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Belgrano_Turn02,BELGRANO,7,0,0,7,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_S_Turn02,RETIRO,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Moreno_Turn01,JOSE MARIA MORENO,7,0,0,7,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Bolivar_N_Turn02,BOLIVAR,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_N_Turn03,CORREO CENTRAL,0,0,1,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Urquiza_Turn02,URQUIZA,13,0,0,13,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Boedo_Turn02,BOEDO,4,0,0,4,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Belgrano_Turn01,BELGRANO,4,0,0,4,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_SanJose_Turn01,SAN JOSE,4,0,1,5,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Jujuy_Turn03,JUJUY,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_SanJose_Turn02,SAN JOSE,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_N_Turn05,RETIRO,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Virreyes_E_Turn03,PLAZA DE LOS VIRREYES - EVA PERON,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_ERios_Turn01,ENTRE RIOS - RODOLFO WALSH,6,0,0,6,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Catalinas_N_Turn03,CATALINAS,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_N_Turn03,RETIRO,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Bolivar_N_Turn04,BOLIVAR,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Jujuy_Turn02,JUJUY,9,0,1,10,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_EMitre_Turn02,EMILIO MITRE,8,0,0,8,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Indepen_Turn03,INDEPENDENCIA,2,0,0,2,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Virreyes_Turn01,PLAZA DE LOS VIRREYES - EVA PERON,0,0,1,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_N_Turn01,RETIRO,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_S_Turn01,CORREO CENTRAL,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_CCentral_S_Turn03,CORREO CENTRAL,3,0,0,3,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_Pichin_Turn03,PICHINCHA,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaE,LineaE_RetiroE_S_Turn04,RETIRO,1,0,0,1,E
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_SantaFe_Norte_Turn04,SANTA FE - CARLOS JAUREGUI,10,0,0,10,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Patricios_Turn01,PARQUE PATRICIOS,3,0,0,3,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Venezuela_Sur_Turn02,VENEZUELA,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Sur_Turn03,HOSPITALES,1,0,0,1,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Cordoba_Turn03,CORDOBA,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_HPrimo_Sur_Turn02,HUMBERTO 1,11,0,0,11,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_LasHeras_Turn01,LAS HERAS,8,0,0,8,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Patricios_Turn04,PARQUE PATRICIOS,5,0,0,5,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_LasHeras_Turn02,LAS HERAS,9,0,0,9,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Once_Sur_Turn02,ONCE - 30 DE DICIEMBRE,16,0,0,16,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_SantaFe_Norte_Turn03,SANTA FE - CARLOS JAUREGUI,26,0,0,26,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Patricios_Turn03,PARQUE PATRICIOS,4,0,0,4,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Patricios_Turn05,PARQUE PATRICIOS,5,0,0,5,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_FDerecho_Norte_Turn03,FACULTAD DE DERECHO - JULIETA LANTERI,1,0,0,1,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Caseros_Norte_Turn02,CASEROS,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Norte_Turn02,HOSPITALES,8,0,0,8,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Sur_Turn02,HOSPITALES,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_LasHeras_Turn03,LAS HERAS,14,0,0,14,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Venezuela_Sur_Turn01,VENEZUELA,8,0,0,8,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_SantaFe_Sur_Turn01,SANTA FE - CARLOS JAUREGUI,13,0,0,13,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Once_Norte_Turn02,ONCE - 30 DE DICIEMBRE,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Corrientes_Norte_Turn03,CORRIENTES,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Inclan_Norte_Turn01,INCLAN - MEZQUITA AL AHMAD,14,0,0,14,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Corrientes_Norte_Turn01,CORRIENTES,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_LasHeras_Turn04,LAS HERAS,18,0,0,18,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_HPrimo_Sur_Turn01,HUMBERTO 1,9,0,0,9,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Norte_Turn03,HOSPITALES,1,0,0,1,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Corrientes_Sur_Turn02,CORRIENTES,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Sur_Turn01,HOSPITALES,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Caseros_Sur_Turn01,CASEROS,5,0,0,5,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Inclan_Norte_Turn02,INCLAN - MEZQUITA AL AHMAD,10,0,0,10,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Caseros_Sur_Turn02,CASEROS,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Once_Norte_Turn01,ONCE - 30 DE DICIEMBRE,3,0,0,3,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_SantaFe_Sur_Turn02,SANTA FE - CARLOS JAUREGUI,6,0,0,6,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Once_Norte_Turn03,ONCE - 30 DE DICIEMBRE,2,0,0,2,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_SantaFe_Sur_Turn04,SANTA FE - CARLOS JAUREGUI,0,0,1,1,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Cordoba_Turn01,CORDOBA,19,0,0,19,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Patricios_Turn02,PARQUE PATRICIOS,8,0,1,9,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Hospitales_Norte_Turn01,HOSPITALES,4,0,0,4,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Corrientes_Norte_Turn02,CORRIENTES,3,0,0,3,H
3/2/2024,21:30:00,21:45:00,LineaH,LineaH_Once_Sur_Turn04,ONCE - 30 DE DICIEMBRE,16,0,1,17,H
